InspectionId,Date,SupplierId,Material,MaterialLotId,PurchaseOrderId,Characteristic,Standard,Method,Unit,ResultValue,LSL,Nominal,USL,Result,Inspector
RI-001975,2025-12-02,SUP-004,HDPE-PCR,RM-HDPE-PCR-00051,PO-5528,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,186.2338,0.0,200.0,400.0,Pass,Beatriz Costa
RI-001976,2025-12-02,SUP-004,HDPE-PCR,RM-HDPE-PCR-00051,PO-5528,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,4.3982,0.0,3.0,8.0,Pass,Ana Silva
RI-001977,2025-12-02,SUP-004,HDPE-PCR,RM-HDPE-PCR-00051,PO-5528,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,24.7126,18.0,24.0,30.0,Pass,Carlos Mendes
RI-001978,2025-12-02,SUP-001,LDPE,RM-LDPE-00055,PO-5529,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.7893,0.5,0.75,1.1,Pass,Diogo Ferreira
RI-001979,2025-12-02,SUP-001,LDPE,RM-LDPE-00055,PO-5529,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9168,0.918,0.922,0.926,Fail,Diogo Ferreira
RI-001980,2025-12-02,SUP-001,LDPE,RM-LDPE-00055,PO-5529,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,102.9217,0.0,120.0,250.0,Pass,Ana Silva
RI-001981,2025-12-02,SUP-008,Masterbatch,RM-Masterbatch-00049,PO-5530,Carrier Resin MFI,ASTM D1238,Melt Indexer,g/10min,2.6613,2.0,3.0,4.5,Pass,Diogo Ferreira
RI-001982,2025-12-02,SUP-008,Masterbatch,RM-Masterbatch-00049,PO-5530,Pigment Dispersion,ASTM D2663 (Method A),Microscopy,rating 1-5,4.5033,3.5,4.5,5.0,Pass,Diogo Ferreira
RI-001983,2025-12-02,SUP-008,Masterbatch,RM-Masterbatch-00049,PO-5530,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.5767,0.0,0.7,1.8,Pass,Diogo Ferreira
RI-001984,2025-12-02,SUP-008,Masterbatch,RM-Masterbatch-00049,PO-5530,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,77.5859,0.0,80.0,150.0,Pass,Beatriz Costa
RI-001985,2025-12-02,SUP-006,PET,RM-PET-00042,PO-5531,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.8044,0.72,0.8,0.86,Pass,Elena Santos
RI-001986,2025-12-02,SUP-006,PET,RM-PET-00042,PO-5531,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,32.0487,0.0,30.0,50.0,Pass,Diogo Ferreira
RI-001987,2025-12-02,SUP-006,PET,RM-PET-00042,PO-5531,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.7616,0.0,0.8,2.0,Pass,Carlos Mendes
RI-001988,2025-12-02,SUP-006,PET,RM-PET-00042,PO-5531,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.341,1.335,1.34,1.345,Pass,Ana Silva
RI-001989,2025-12-02,SUP-005,PVC,RM-PVC-00045,PO-5532,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.3438,1.35,1.38,1.41,Fail,Ana Silva
RI-001990,2025-12-02,SUP-005,PVC,RM-PVC-00045,PO-5532,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,54.6718,40.0,48.0,55.0,Pass,Ana Silva
RI-001991,2025-12-02,SUP-005,PVC,RM-PVC-00045,PO-5532,Ash Content,ASTM D5630,Muffle Furnace,%,1.3762,0.0,1.2,3.0,Pass,Ana Silva
RI-001992,2025-12-03,SUP-007,HDPE,RM-HDPE-00055,PO-5533,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.3615,0.25,0.35,0.45,Pass,Ana Silva
RI-001993,2025-12-03,SUP-007,HDPE,RM-HDPE-00055,PO-5533,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9531,0.95,0.954,0.958,Pass,Carlos Mendes
RI-001994,2025-12-03,SUP-007,HDPE,RM-HDPE-00055,PO-5533,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,117.9554,0.0,150.0,300.0,Pass,Ana Silva
RI-001995,2025-12-03,SUP-007,HDPE,RM-HDPE-00055,PO-5533,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,26.6297,20.0,26.0,32.0,Pass,Elena Santos
RI-001996,2025-12-03,SUP-001,LDPE,RM-LDPE-00056,PO-5534,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.7814,0.5,0.75,1.1,Pass,Elena Santos
RI-001997,2025-12-03,SUP-001,LDPE,RM-LDPE-00056,PO-5534,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9217,0.918,0.922,0.926,Pass,Ana Silva
RI-001998,2025-12-03,SUP-001,LDPE,RM-LDPE-00056,PO-5534,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,126.0752,0.0,120.0,250.0,Pass,Carlos Mendes
RI-001999,2025-12-03,SUP-002,PP-PCR,RM-PP-PCR-00048,PO-5535,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,2.526,1.8,2.8,4.8,Pass,Carlos Mendes
RI-002000,2025-12-03,SUP-002,PP-PCR,RM-PP-PCR-00048,PO-5535,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9034,0.898,0.904,0.912,Pass,Elena Santos
RI-002001,2025-12-03,SUP-002,PP-PCR,RM-PP-PCR-00048,PO-5535,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,2.9639,0.0,4.0,10.0,Pass,Diogo Ferreira
RI-002002,2025-12-03,SUP-002,PP-PCR,RM-PP-PCR-00048,PO-5535,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,32.0726,24.0,30.0,36.0,Pass,Beatriz Costa
RI-002003,2025-12-03,SUP-004,rPET,RM-rPET-00051,PO-5536,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7432,0.68,0.74,0.8,Pass,Beatriz Costa
RI-002004,2025-12-03,SUP-004,rPET,RM-rPET-00051,PO-5536,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,39.0374,0.0,40.0,70.0,Pass,Beatriz Costa
RI-002005,2025-12-03,SUP-004,rPET,RM-rPET-00051,PO-5536,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,5.1699,0.0,5.0,12.0,Pass,Carlos Mendes
RI-002006,2025-12-03,SUP-004,rPET,RM-rPET-00051,PO-5536,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,1.4905,0.0,1.5,3.5,Pass,Elena Santos
RI-002007,2025-12-04,SUP-004,HDPE-PCR,RM-HDPE-PCR-00052,PO-5537,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.3064,0.2,0.32,0.5,Pass,Diogo Ferreira
RI-002008,2025-12-04,SUP-004,HDPE-PCR,RM-HDPE-PCR-00052,PO-5537,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9531,0.948,0.953,0.96,Pass,Elena Santos
RI-002009,2025-12-04,SUP-004,HDPE-PCR,RM-HDPE-PCR-00052,PO-5537,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,153.7177,0.0,200.0,400.0,Pass,Carlos Mendes
RI-002010,2025-12-04,SUP-004,HDPE-PCR,RM-HDPE-PCR-00052,PO-5537,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,1.2268,0.0,3.0,8.0,Pass,Ana Silva
RI-002011,2025-12-04,SUP-004,HDPE-PCR,RM-HDPE-PCR-00052,PO-5537,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,23.9149,18.0,24.0,30.0,Pass,Carlos Mendes
RI-002012,2025-12-04,SUP-001,LDPE,RM-LDPE-00057,PO-5538,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.6626,0.5,0.75,1.1,Pass,Elena Santos
RI-002013,2025-12-04,SUP-001,LDPE,RM-LDPE-00057,PO-5538,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.922,0.918,0.922,0.926,Pass,Carlos Mendes
RI-002014,2025-12-04,SUP-001,LDPE,RM-LDPE-00057,PO-5538,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,170.4909,0.0,120.0,250.0,Pass,Diogo Ferreira
RI-002015,2025-12-04,SUP-008,Masterbatch,RM-Masterbatch-00050,PO-5539,Carrier Resin MFI,ASTM D1238,Melt Indexer,g/10min,2.7654,2.0,3.0,4.5,Pass,Elena Santos
RI-002016,2025-12-04,SUP-008,Masterbatch,RM-Masterbatch-00050,PO-5539,Pigment Dispersion,ASTM D2663 (Method A),Microscopy,rating 1-5,4.4687,3.5,4.5,5.0,Pass,Beatriz Costa
RI-002017,2025-12-04,SUP-008,Masterbatch,RM-Masterbatch-00050,PO-5539,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.8855,0.0,0.7,1.8,Pass,Ana Silva
RI-002018,2025-12-04,SUP-008,Masterbatch,RM-Masterbatch-00050,PO-5539,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,95.216,0.0,80.0,150.0,Pass,Diogo Ferreira
RI-002019,2025-12-04,SUP-003,PETG,RM-PETG-00047,PO-5540,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7546,0.7,0.76,0.82,Pass,Beatriz Costa
RI-002020,2025-12-04,SUP-003,PETG,RM-PETG-00047,PO-5540,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,44.6329,0.0,40.0,60.0,Pass,Carlos Mendes
RI-002021,2025-12-04,SUP-003,PETG,RM-PETG-00047,PO-5540,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.915,0.0,0.9,2.2,Pass,Beatriz Costa
RI-002022,2025-12-04,SUP-005,PP,RM-PP-00049,PO-5541,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,3.4097,2.0,3.0,4.5,Pass,Elena Santos
RI-002023,2025-12-04,SUP-005,PP,RM-PP-00049,PO-5541,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.905,0.9,0.905,0.91,Pass,Ana Silva
RI-002024,2025-12-04,SUP-005,PP,RM-PP-00049,PO-5541,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,34.0253,28.0,33.0,38.0,Pass,Elena Santos
RI-002025,2025-12-04,SUP-005,PP,RM-PP-00049,PO-5541,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,114.6337,0.0,100.0,200.0,Pass,Beatriz Costa
RI-002026,2025-12-04,SUP-005,PVC,RM-PVC-00046,PO-5542,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.3868,1.35,1.38,1.41,Pass,Carlos Mendes
RI-002027,2025-12-04,SUP-005,PVC,RM-PVC-00046,PO-5542,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,56.5337,40.0,48.0,55.0,Fail,Ana Silva
RI-002028,2025-12-04,SUP-005,PVC,RM-PVC-00046,PO-5542,Ash Content,ASTM D5630,Muffle Furnace,%,1.0901,0.0,1.2,3.0,Pass,Beatriz Costa
RI-002029,2025-12-05,SUP-008,Masterbatch,RM-Masterbatch-00051,PO-5543,Carrier Resin MFI,ASTM D1238,Melt Indexer,g/10min,2.8251,2.0,3.0,4.5,Pass,Elena Santos
RI-002030,2025-12-05,SUP-008,Masterbatch,RM-Masterbatch-00051,PO-5543,Pigment Dispersion,ASTM D2663 (Method A),Microscopy,rating 1-5,3.5477,3.5,4.5,5.0,Pass,Elena Santos
RI-002031,2025-12-05,SUP-008,Masterbatch,RM-Masterbatch-00051,PO-5543,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.5775,0.0,0.7,1.8,Pass,Ana Silva
RI-002032,2025-12-05,SUP-008,Masterbatch,RM-Masterbatch-00051,PO-5543,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,94.583,0.0,80.0,150.0,Pass,Carlos Mendes
RI-002033,2025-12-05,SUP-006,PET,RM-PET-00043,PO-5544,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7895,0.72,0.8,0.86,Pass,Ana Silva
RI-002034,2025-12-05,SUP-006,PET,RM-PET-00043,PO-5544,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,34.8512,0.0,30.0,50.0,Pass,Diogo Ferreira
RI-002035,2025-12-05,SUP-006,PET,RM-PET-00043,PO-5544,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.8285,0.0,0.8,2.0,Pass,Diogo Ferreira
RI-002036,2025-12-05,SUP-006,PET,RM-PET-00043,PO-5544,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.3404,1.335,1.34,1.345,Pass,Ana Silva
RI-002037,2025-12-05,SUP-003,PETG,RM-PETG-00048,PO-5545,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7691,0.7,0.76,0.82,Pass,Carlos Mendes
RI-002038,2025-12-05,SUP-003,PETG,RM-PETG-00048,PO-5545,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,38.7778,0.0,40.0,60.0,Pass,Carlos Mendes
RI-002039,2025-12-05,SUP-003,PETG,RM-PETG-00048,PO-5545,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,2.2464,0.0,0.9,2.2,Fail,Elena Santos
RI-002040,2025-12-05,SUP-002,PP-PCR,RM-PP-PCR-00049,PO-5546,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,3.0899,1.8,2.8,4.8,Pass,Ana Silva
RI-002041,2025-12-05,SUP-002,PP-PCR,RM-PP-PCR-00049,PO-5546,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9028,0.898,0.904,0.912,Pass,Beatriz Costa
RI-002042,2025-12-05,SUP-002,PP-PCR,RM-PP-PCR-00049,PO-5546,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,2.8429,0.0,4.0,10.0,Pass,Ana Silva
RI-002043,2025-12-05,SUP-002,PP-PCR,RM-PP-PCR-00049,PO-5546,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,28.1082,24.0,30.0,36.0,Pass,Ana Silva
RI-002044,2025-12-05,SUP-004,rPET,RM-rPET-00052,PO-5547,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.734,0.68,0.74,0.8,Pass,Beatriz Costa
RI-002045,2025-12-05,SUP-004,rPET,RM-rPET-00052,PO-5547,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,48.5464,0.0,40.0,70.0,Pass,Diogo Ferreira
RI-002046,2025-12-05,SUP-004,rPET,RM-rPET-00052,PO-5547,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,3.6526,0.0,5.0,12.0,Pass,Ana Silva
RI-002047,2025-12-05,SUP-004,rPET,RM-rPET-00052,PO-5547,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,1.7339,0.0,1.5,3.5,Pass,Carlos Mendes
RI-002048,2025-12-06,SUP-004,HDPE-PCR,RM-HDPE-PCR-00053,PO-5548,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.1821,0.2,0.32,0.5,Fail,Diogo Ferreira
RI-002049,2025-12-06,SUP-004,HDPE-PCR,RM-HDPE-PCR-00053,PO-5548,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9543,0.948,0.953,0.96,Pass,Carlos Mendes
RI-002050,2025-12-06,SUP-004,HDPE-PCR,RM-HDPE-PCR-00053,PO-5548,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,446.1047,0.0,200.0,400.0,Fail,Ana Silva
RI-002051,2025-12-06,SUP-004,HDPE-PCR,RM-HDPE-PCR-00053,PO-5548,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,1.8191,0.0,3.0,8.0,Pass,Elena Santos
RI-002052,2025-12-06,SUP-004,HDPE-PCR,RM-HDPE-PCR-00053,PO-5548,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,22.8635,18.0,24.0,30.0,Pass,Carlos Mendes
RI-002053,2025-12-06,SUP-001,MDPE,RM-MDPE-00047,PO-5549,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.4351,0.3,0.45,0.65,Pass,Elena Santos
RI-002054,2025-12-06,SUP-001,MDPE,RM-MDPE-00047,PO-5549,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9368,0.933,0.937,0.941,Pass,Carlos Mendes
RI-002055,2025-12-06,SUP-001,MDPE,RM-MDPE-00047,PO-5549,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,144.556,0.0,130.0,260.0,Pass,Elena Santos
RI-002056,2025-12-06,SUP-004,rPET,RM-rPET-00053,PO-5550,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7366,0.68,0.74,0.8,Pass,Beatriz Costa
RI-002057,2025-12-06,SUP-004,rPET,RM-rPET-00053,PO-5550,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,41.1985,0.0,40.0,70.0,Pass,Carlos Mendes
RI-002058,2025-12-06,SUP-004,rPET,RM-rPET-00053,PO-5550,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,4.2633,0.0,5.0,12.0,Pass,Carlos Mendes
RI-002059,2025-12-06,SUP-004,rPET,RM-rPET-00053,PO-5550,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,1.2816,0.0,1.5,3.5,Pass,Carlos Mendes
RI-002060,2025-12-07,SUP-004,HDPE-PCR,RM-HDPE-PCR-00054,PO-5551,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.2598,0.2,0.32,0.5,Pass,Diogo Ferreira
RI-002061,2025-12-07,SUP-004,HDPE-PCR,RM-HDPE-PCR-00054,PO-5551,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9509,0.948,0.953,0.96,Pass,Diogo Ferreira
RI-002062,2025-12-07,SUP-004,HDPE-PCR,RM-HDPE-PCR-00054,PO-5551,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,211.7777,0.0,200.0,400.0,Pass,Diogo Ferreira
RI-002063,2025-12-07,SUP-004,HDPE-PCR,RM-HDPE-PCR-00054,PO-5551,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,3.6353,0.0,3.0,8.0,Pass,Carlos Mendes
RI-002064,2025-12-07,SUP-004,HDPE-PCR,RM-HDPE-PCR-00054,PO-5551,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,22.4683,18.0,24.0,30.0,Pass,Ana Silva
RI-002065,2025-12-07,SUP-004,rPET,RM-rPET-00054,PO-5552,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7278,0.68,0.74,0.8,Pass,Diogo Ferreira
RI-002066,2025-12-07,SUP-004,rPET,RM-rPET-00054,PO-5552,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,25.9686,0.0,40.0,70.0,Pass,Diogo Ferreira
RI-002067,2025-12-07,SUP-004,rPET,RM-rPET-00054,PO-5552,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,5.0799,0.0,5.0,12.0,Pass,Diogo Ferreira
RI-002068,2025-12-07,SUP-004,rPET,RM-rPET-00054,PO-5552,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,1.3344,0.0,1.5,3.5,Pass,Beatriz Costa
RI-002069,2025-12-08,SUP-001,HDPE,RM-HDPE-00056,PO-5553,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.3548,0.25,0.35,0.45,Pass,Carlos Mendes
RI-002070,2025-12-08,SUP-001,HDPE,RM-HDPE-00056,PO-5553,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9546,0.95,0.954,0.958,Pass,Carlos Mendes
RI-002071,2025-12-08,SUP-001,HDPE,RM-HDPE-00056,PO-5553,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,167.3801,0.0,150.0,300.0,Pass,Ana Silva
RI-002072,2025-12-08,SUP-001,HDPE,RM-HDPE-00056,PO-5553,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,26.263,20.0,26.0,32.0,Pass,Ana Silva
RI-002073,2025-12-08,SUP-004,HDPE-PCR,RM-HDPE-PCR-00055,PO-5554,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.3484,0.2,0.32,0.5,Pass,Ana Silva
RI-002074,2025-12-08,SUP-004,HDPE-PCR,RM-HDPE-PCR-00055,PO-5554,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9539,0.948,0.953,0.96,Pass,Ana Silva
RI-002075,2025-12-08,SUP-004,HDPE-PCR,RM-HDPE-PCR-00055,PO-5554,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,202.422,0.0,200.0,400.0,Pass,Ana Silva
RI-002076,2025-12-08,SUP-004,HDPE-PCR,RM-HDPE-PCR-00055,PO-5554,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,3.103,0.0,3.0,8.0,Pass,Beatriz Costa
RI-002077,2025-12-08,SUP-004,HDPE-PCR,RM-HDPE-PCR-00055,PO-5554,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,23.0655,18.0,24.0,30.0,Pass,Elena Santos
RI-002078,2025-12-08,SUP-001,LDPE,RM-LDPE-00058,PO-5555,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.7341,0.5,0.75,1.1,Pass,Carlos Mendes
RI-002079,2025-12-08,SUP-001,LDPE,RM-LDPE-00058,PO-5555,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.921,0.918,0.922,0.926,Pass,Elena Santos
RI-002080,2025-12-08,SUP-001,LDPE,RM-LDPE-00058,PO-5555,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,95.4146,0.0,120.0,250.0,Pass,Carlos Mendes
RI-002081,2025-12-08,SUP-003,PETG,RM-PETG-00049,PO-5556,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7707,0.7,0.76,0.82,Pass,Beatriz Costa
RI-002082,2025-12-08,SUP-003,PETG,RM-PETG-00049,PO-5556,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,49.2228,0.0,40.0,60.0,Pass,Elena Santos
RI-002083,2025-12-08,SUP-003,PETG,RM-PETG-00049,PO-5556,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.7925,0.0,0.9,2.2,Pass,Ana Silva
RI-002084,2025-12-09,SUP-006,HDPE,RM-HDPE-00057,PO-5557,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.3619,0.25,0.35,0.45,Pass,Carlos Mendes
RI-002085,2025-12-09,SUP-006,HDPE,RM-HDPE-00057,PO-5557,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9538,0.95,0.954,0.958,Pass,Diogo Ferreira
RI-002086,2025-12-09,SUP-006,HDPE,RM-HDPE-00057,PO-5557,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,206.6644,0.0,150.0,300.0,Pass,Diogo Ferreira
RI-002087,2025-12-09,SUP-006,HDPE,RM-HDPE-00057,PO-5557,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,25.8001,20.0,26.0,32.0,Pass,Ana Silva
RI-002088,2025-12-09,SUP-006,PET,RM-PET-00044,PO-5558,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7816,0.72,0.8,0.86,Pass,Carlos Mendes
RI-002089,2025-12-09,SUP-006,PET,RM-PET-00044,PO-5558,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,26.0377,0.0,30.0,50.0,Pass,Carlos Mendes
RI-002090,2025-12-09,SUP-006,PET,RM-PET-00044,PO-5558,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.4729,0.0,0.8,2.0,Pass,Ana Silva
RI-002091,2025-12-09,SUP-006,PET,RM-PET-00044,PO-5558,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.3399,1.335,1.34,1.345,Pass,Ana Silva
RI-002092,2025-12-11,SUP-001,LDPE,RM-LDPE-00059,PO-5559,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.8737,0.5,0.75,1.1,Pass,Elena Santos
RI-002093,2025-12-11,SUP-001,LDPE,RM-LDPE-00059,PO-5559,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9221,0.918,0.922,0.926,Pass,Diogo Ferreira
RI-002094,2025-12-11,SUP-001,LDPE,RM-LDPE-00059,PO-5559,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,112.3942,0.0,120.0,250.0,Pass,Diogo Ferreira
RI-002095,2025-12-11,SUP-003,PETG,RM-PETG-00050,PO-5560,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.6987,0.7,0.76,0.82,Fail,Carlos Mendes
RI-002096,2025-12-11,SUP-003,PETG,RM-PETG-00050,PO-5560,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,45.2108,0.0,40.0,60.0,Pass,Beatriz Costa
RI-002097,2025-12-11,SUP-003,PETG,RM-PETG-00050,PO-5560,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,1.05,0.0,0.9,2.2,Pass,Elena Santos
RI-002098,2025-12-11,SUP-005,PVC,RM-PVC-00047,PO-5561,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.3732,1.35,1.38,1.41,Pass,Carlos Mendes
RI-002099,2025-12-11,SUP-005,PVC,RM-PVC-00047,PO-5561,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,55.2367,40.0,48.0,55.0,Fail,Beatriz Costa
RI-002100,2025-12-11,SUP-005,PVC,RM-PVC-00047,PO-5561,Ash Content,ASTM D5630,Muffle Furnace,%,1.2134,0.0,1.2,3.0,Pass,Ana Silva
RI-002101,2025-12-12,SUP-001,MDPE,RM-MDPE-00048,PO-5562,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.4836,0.3,0.45,0.65,Pass,Ana Silva
RI-002102,2025-12-12,SUP-001,MDPE,RM-MDPE-00048,PO-5562,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9375,0.933,0.937,0.941,Pass,Diogo Ferreira
RI-002103,2025-12-12,SUP-001,MDPE,RM-MDPE-00048,PO-5562,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,182.5967,0.0,130.0,260.0,Pass,Ana Silva
