RecordSeq,Date,Process,MachineId,Shift,WorkOrder,MaterialId,MaterialLot,StartWeightKg,EndWeightKg
5220,2026-03-09,blow molding,ISBM-007,Shift 3,WO-6117,COR-008,COL-COR-008-060,183.86,179.86
5221,2026-03-10,Blow Molding,ISBM-007,Shift 2,WO-6118,COR-008,COL-COR-008-060,179.86,175.86
5222,2026-03-11,Blow Molding,ISBM-007,Shift 1,WO-6119,COR-008,COL-COR-008-060,175.86,171.86
5223,2026-03-11,Blow Molding,ISBM-007,Shift 2,WO-6120,COR-008,COL-COR-008-060,171.86,167.86
5224,2026-03-12,Blow Molding,ISBM-007,shift 1,WO-6121,COR-003,COL-COR-003-011,146.06,142.06
5225,2026-03-13,Blow Molding,ISBM-007,Shift 3,WO-6122,COR-003,COL-COR-003-011,142.06,138.06
5226,2026-03-13,Blow Molding,ISBM-007,Shift 2,WO-6123,COR-003,COL-COR-003-011,138.06,134.06
5227,2026-03-14,Blow Molding,ISBM-007,Shift 1,WO-6124,COR-003,COL-COR-003-011,134.06,130.06
5228,2026-03-14,Blow Molding,ISBM-007,Shift 3,WO-6125,COR-003,COL-COR-003-011,130.06,126.06
5229,2026-03-15,Blow Molding,ISBM-007,Shift 1,WO-6126,COR-003,COL-COR-003-011,126.06,122.06
5230,2026-03-16,Blow Molding,ISBM-007,Shift 1,WO-6127,COR-003,COL-COR-003-011,122.06,118.06
5231,2026-03-16,BLOW MOLDING,ISBM-007,Shift 2,WO-6128,COR-003,COL-COR-003-011,118.06,114.06
5232,2026-03-17,Blow Molding,ISBM-007,Shift 2,WO-6129,COR-004,COL-COR-004-012,79.77,75.77
5233,2026-03-18,Blow Molding,ISBM-007,Shift 1,WO-6130,COR-008,COL-COR-008-060,167.86,163.86
5234,2026-03-19,BLOW MOLDING,ISBM-007,Shift 3,WO-6131,COR-008,COL-COR-008-060,163.86,159.86
5235,2026-03-19,Blow Molding,ISBM-007,Shift 3,WO-6132,COR-008,COL-COR-008-060,159.86,155.86
5236,2026-03-20,Blow Molding,ISBM-007,Shift 1,WO-6133,COR-007,COL-COR-007-018,75.8,71.8
5237,2026-03-21,Blow Molding,ISBM-007,Shift 3,WO-6134,COR-007,COL-COR-007-018,71.8,67.8
5238,2026-03-21,Blow Molding,ISBM-007,Shift 1,WO-6135,COR-007,COL-COR-007-018,67.8,63.8
5239,2026-03-22,Blow Molding,ISBM-007,  Shift 1  ,WO-6136,COR-004,COL-COR-004-012,75.77,71.77
5240,2026-03-22,BLOW MOLDING,ISBM-007,Shift 3,WO-6137,COR-007,COL-COR-007-018,63.8,59.8
5241,2026-03-23,Blow Molding,ISBM-007,Shift 2,WO-6138,COR-007,COL-COR-007-018,59.8,55.8
5242,2026-03-24,BLOW MOLDING,ISBM-007,Shift 1,WO-6139,COR-007,COL-COR-007-018,55.8,51.8
5243,2026-03-25,BLOW MOLDING,ISBM-007,  Shift 3  ,WO-6140,COR-007,COL-COR-007-018,51.8,47.8
5244,2026-03-25,Blow Molding,ISBM-007,shift 1,WO-6141,COR-007,COL-COR-007-018,47.8,43.8
5245,2026-03-26,Blow Molding,ISBM-007,Shift 1,WO-6142,COR-007,COL-COR-007-018,43.8,39.8
5246,2026-03-26,Blow Molding,ISBM-007,Shift 3,WO-6143,COR-006,COL-COR-006-003,9.55,5.55
5247,2026-03-27,Blow Molding,ISBM-007,Shift 2,WO-6144,COR-006,COL-COR-006-003,5.55,1.55
5248,2026-03-28,Blow Molding,ISBM-007,Shift 1,WO-6145,COR-002,COL-COR-002-006,107.43,103.43
5249,2026-03-29,Blow Molding,ISBM-007,Shift 3,WO-6146,COR-002,COL-COR-002-006,103.43,99.43
5250,2026-03-29,Blow Molding,ISBM-007,Shift 2,WO-6147,COR-008,COL-COR-008-060,155.86,151.86
5251,2026-03-30,Blow Molding,ISBM-007,Shift 1,WO-6148,COR-008,COL-COR-008-060,151.86,147.86
5252,2026-03-30,Blow Molding,ISBM-007,Shift 2,WO-6149,COR-004,COL-COR-004-012,71.77,67.77
5253,2026-03-31,Blow Molding,ISBM-007,Shift 2,WO-6150,COR-004,COL-COR-004-012,67.77,63.77
5254,2026-04-01,Blow Molding,ISBM-007,Shift 2,WO-6151,COR-004,COL-COR-004-012,63.77,59.77
5255,2026-04-02,Blow Molding,ISBM-007,Shift 1,WO-6152,COR-003,COL-COR-003-011,114.06,110.06
5256,2026-04-03,Blow Molding,ISBM-007,  Shift 3  ,WO-6153,COR-003,COL-COR-003-011,110.06,106.06
5257,2026-04-03,Blow Molding,ISBM-007,Shift 3,WO-6154,COR-008,COL-COR-008-060,147.86,143.86
5258,2026-04-04,Blow Molding,ISBM-007,Shift 2,WO-6155,COR-008,COL-COR-008-060,143.86,139.86
5259,2026-04-05,BLOW MOLDING,ISBM-007,Shift 1,WO-6156,COR-008,COL-COR-008-060,139.86,135.86
5260,2026-04-06,Blow Molding,ISBM-007,Shift 3,WO-6157,COR-002,COL-COR-002-006,99.43,95.43
5261,2026-04-06,Blow Molding,ISBM-007,Shift 2,WO-6158,COR-002,/,95.43,91.43
5262,2026-04-07,Blow Molding,ISBM-007,Shift 2,WO-6159,COR-002,n/a,91.43,87.43
5263,2026-04-08,Blow Molding,ISBM-007,Shift 1,WO-6160,COR-003,COL-COR-003-011,106.06,102.06
5264,2026-04-08,Blow Molding,ISBM-007,Shift 2,WO-6161,COR-003,COL-COR-003-011,102.06,98.06
5265,2026-04-09,Blow Molding,ISBM-007,Shift 2,WO-6162,COR-007,COL-COR-007-018,39.8,35.8
5266,2026-04-10,blow molding,ISBM-007,Shift 1,WO-6163,COR-008,COL-COR-008-060,135.86,131.86
5267,2026-04-11,Blow Molding,ISBM-007,Shift 3,WO-6164,COR-003,COL-COR-003-011,98.06,94.06
5268,2026-04-11,Blow Molding,ISBM-007,  Shift 2  ,WO-6165,COR-003,,94.06,90.06
5269,2026-04-12,Blow Molding,ISBM-007,SHIFT 1,WO-6166,COR-003,COL-COR-003-011,90.06,86.06
5270,2026-04-13,Blow Molding,ISBM-007,Shift 3,WO-6167,COR-003,COL-COR-003-011,86.06,82.06
5271,2026-04-13,Blow Molding,ISBM-007,shift 2,WO-6168,COR-008,COL-COR-008-060,131.86,127.86
5272,2026-04-14,blow molding,ISBM-007,Shift 1,WO-6169,COR-008,COL-COR-008-060,127.86,123.86
5273,2026-04-15,Blow Molding,ISBM-007,Shift 3,WO-6170,COR-008,COL-COR-008-060,123.86,119.86
5274,2026-04-15,Blow Molding,ISBM-007,Shift 2,WO-6171,COR-007,COL-COR-007-018,35.8,31.8
5275,2026-04-16,Blow Molding,ISBM-007,Shift 1,WO-6172,COR-007,COL-COR-007-018,31.8,27.8
5276,2026-04-16,Blow Molding,ISBM-007,Shift 3,WO-6173,COR-003,/,82.06,78.06
5277,2026-04-17,Blow Molding,ISBM-007,shift 1,WO-6174,COR-003,COL-COR-003-011,78.06,74.06
5278,2026-04-18,Blow Molding,ISBM-007,Shift 3,WO-6175,COR-003,COL-COR-003-011,74.06,70.06
5279,2026-04-18,Blow Molding,ISBM-007,Shift 2,WO-6176,COR-007,COL-COR-007-018,27.8,23.8
5280,2026-04-19,Blow Molding,ISBM-007,Shift 1,WO-6177,COR-007,COL-COR-007-018,23.8,19.8
5281,2026-04-20,Blow Molding,ISBM-007,Shift 3,WO-6178,COR-001,COL-COR-001-007,140.78,136.78
5282,2026-04-20,Blow Molding,ISBM-007,Shift 2,WO-6179,COR-008,COL-COR-008-060,119.86,115.86
5283,2026-04-21,Blow Molding,ISBM-007,Shift 3,WO-6180,COR-003,COL-COR-003-011,70.06,66.06
5284,2026-04-22,Blow Molding,ISBM-007,Shift 3,WO-6181,COR-003,COL-COR-003-011,66.06,62.06
5285,2026-04-22,Blow Molding,ISBM-007,SHIFT 2,WO-6182,COR-003,COL-COR-003-011,62.06,58.06
5286,2026-04-23,Blow Molding,ISBM-007,Shift 1,WO-6183,COR-008,COL-COR-008-060,115.86,111.86
5287,2026-04-24,Blow Molding,ISBM-007,Shift 3,WO-6184,COR-001,COL-COR-001-007,136.78,132.78
5288,2026-04-24,Blow Molding,ISBM-007,Shift 2,WO-6185,COR-005,COL-COR-005-009,54.07,50.07
5289,2026-04-25,Blow Molding,ISBM-007,  Shift 1  ,WO-6186,COR-008,COL-COR-008-060,111.86,107.86
5290,2026-04-26,Blow Molding,ISBM-007,Shift 3,WO-6187,COR-008,COL-COR-008-060,107.86,103.86
5291,2026-04-27,Blow Molding,ISBM-007,shift 3,WO-6188,COR-008,COL-COR-008-060,103.86,99.86
5292,2026-04-27,Blow Molding,ISBM-007,Shift 2,WO-6189,COR-008,COL-COR-008-060,99.86,95.86
5293,2026-04-28,Blow Molding,ISBM-007,Shift 2,WO-6190,COR-002,COL-COR-002-006,87.43,83.43
5294,2026-04-29,Blow Molding,ISBM-007,Shift 3,WO-6191,COR-008,COL-COR-008-060,95.86,91.86
5295,2026-04-29,Blow Molding,ISBM-007,Shift 2,WO-6192,COR-004,COL-COR-004-012,59.77,55.77
5296,2026-04-30,Blow Molding,ISBM-007,Shift 3,WO-6193,COR-004,COL-COR-004-012,55.77,51.77
5297,2026-04-30,Blow Molding,ISBM-007,Shift 3,WO-6194,COR-008,COL-COR-008-060,91.86,87.86
5298,2026-05-01,Blow Molding,ISBM-007,Shift 2,WO-6195,COR-008,COL-COR-008-060,87.86,83.86
5299,2026-05-02,Blow Molding,ISBM-007,  Shift 1  ,WO-6196,COR-008,COL-COR-008-060,83.86,79.86
5300,2026-05-02,Blow Molding,ISBM-007,Shift 2,WO-6197,COR-007,COL-COR-007-018,19.8,15.8
5301,2026-05-03,Blow Molding,ISBM-007,Shift 3,WO-6198,COR-007,COL-COR-007-018,15.8,11.8
5302,2026-05-03,Blow Molding,ISBM-007,Shift 2,WO-6199,COR-003,COL-COR-003-011,58.06,54.06
5303,2026-05-04,Blow Molding,ISBM-007,Shift 1,WO-6200,COR-006,COL-COR-006-003,1.55,0.0
5304,2026-05-04,Blow Molding,ISBM-007,Shift 1,WO-6200,COR-006,COL-COR-006-004,206.84,204.39
5305,2026-05-05,BLOW MOLDING,ISBM-007,Shift 1,WO-6201,COR-006,COL-COR-006-004,204.39,200.39
5306,2026-05-05,BLOW MOLDING,ISBM-007,Shift 3,WO-6202,COR-006,COL-COR-006-004,200.39,196.39
5307,2026-05-06,  Blow Molding  ,ISBM-007,Shift 1,WO-6203,COR-008,COL-COR-008-060,79.86,75.86
5308,2026-05-07,Blow Molding,ISBM-007,  Shift 3  ,WO-6204,COR-002,COL-COR-002-006,83.43,79.43
5309,2026-05-07,Blow Molding,ISBM-007,Shift 2,WO-6205,COR-008,COL-COR-008-060,75.86,71.86
5310,2026-05-08,Blow Molding,ISBM-007,  Shift 1  ,WO-6206,COR-008,COL-COR-008-060,71.86,67.86
5311,2026-05-09,Blow Molding,ISBM-007,Shift 3,WO-6207,COR-003,COL-COR-003-011,54.06,50.06
5312,2026-05-09,Blow Molding,ISBM-007,Shift 2,WO-6208,COR-003,COL-COR-003-011,50.06,46.06
5313,2026-05-10,Blow Molding,ISBM-007,Shift 1,WO-6209,COR-003,COL-COR-003-011,46.06,42.06
5314,2026-05-10,Blow Molding,ISBM-007,Shift 2,WO-6210,COR-008,COL-COR-008-060,67.86,63.86
5315,2026-05-11,BLOW MOLDING,ISBM-007,Shift 1,WO-6211,COR-004,COL-COR-004-012,51.77,47.77
5316,2026-05-12,Blow Molding,ISBM-007,Shift 1,WO-6212,COR-008,COL-COR-008-060,63.86,59.86
5317,2026-05-12,Blow Molding,ISBM-007,Shift 1,WO-6213,COR-008,COL-COR-008-060,59.86,55.86
5318,2026-05-13,Blow Molding,ISBM-007,Shift 1,WO-6214,COR-008,COL-COR-008-060,55.86,51.86
5319,2026-05-14,  Blow Molding  ,ISBM-007,Shift 3,WO-6215,COR-004,COL-COR-004-012,47.77,43.77
5320,2026-05-15,Blow Molding,ISBM-007,Shift 3,WO-6216,COR-004,COL-COR-004-012,43.77,39.77
5321,2026-05-15,Blow Molding,ISBM-007,Shift 1,WO-6217,COR-004,COL-COR-004-012,39.77,35.77
5322,2026-05-16,blow molding,ISBM-007,Shift 3,WO-6218,COR-004,COL-COR-004-012,35.77,31.77
5323,2026-05-16,Blow Molding,ISBM-007,Shift 2,WO-6219,COR-004,COL-COR-004-012,31.77,27.77
5324,2026-05-17,Blow Molding,ISBM-007,Shift 3,WO-6220,COR-008,COL-COR-008-060,51.86,47.86
5325,2026-05-17,Blow Molding,ISBM-007,Shift 2,WO-6221,COR-008,COL-COR-008-060,47.86,43.86
5326,2026-05-18,Blow Molding,ISBM-007,Shift 1,WO-6222,COR-008,COL-COR-008-060,43.86,39.86
5327,2026-05-18,Blow Molding,ISBM-007,Shift 2,WO-6223,COR-008,COL-COR-008-060,39.86,35.86
5328,2026-05-19,Blow Molding,ISBM-007,Shift 1,WO-6224,COR-008,COL-COR-008-060,35.86,31.86
5329,2026-05-20,Blow Molding,ISBM-007,Shift 3,WO-6225,COR-006,COL-COR-006-004,196.39,192.19
5330,2026-05-20,Blow Molding,ISBM-007,Shift 2,WO-6226,COR-006,COL-COR-006-004,192.19,188.19
5331,2026-05-21,Blow Molding,ISBM-007,Shift 1,WO-6227,COR-006,COL-COR-006-004,188.19,184.19
5332,2026-05-22,Blow Molding,ISBM-007,Shift 1,WO-6228,COR-003,COL-COR-003-011,42.06,38.06
5333,2026-05-22,Blow Molding,ISBM-007,Shift 2,WO-6229,COR-003,COL-COR-003-011,38.06,34.06
5334,2026-05-23,Blow Molding,ISBM-007,Shift 1,WO-6230,COR-004,COL-COR-004-012,27.77,23.77
5335,2026-05-24,Blow Molding,ISBM-007,Shift 1,WO-6231,COR-008,COL-COR-008-060,31.86,27.86
5336,2026-05-24,Blow Molding,ISBM-007,Shift 2,WO-6232,COR-008,COL-COR-008-060,27.86,23.86
5337,2026-05-25,Blow Molding,ISBM-007,Shift 1,WO-6233,COR-007,COL-COR-007-018,11.8,7.8
5338,2026-05-26,Blow Molding,ISBM-007,Shift 3,WO-6234,COR-007,COL-COR-007-018,7.8,3.8
5339,2026-05-26,Blow Molding,ISBM-007,Shift 2,WO-6235,COR-003,COL-COR-003-011,34.06,30.06
5340,2026-05-27,Blow Molding,ISBM-007,Shift 1,WO-6236,COR-003,COL-COR-003-011,30.06,26.06
5341,2026-05-27,Blow Molding,ISBM-007,Shift 2,WO-6237,COR-003,COL-COR-003-011,26.06,22.06
5342,2026-05-28,Blow Molding,ISBM-007,Shift 1,WO-6238,COR-008,COL-COR-008-060,23.86,19.86
5343,2026-05-29,Blow Molding,ISBM-007,Shift 1,WO-6239,COR-003,COL-COR-003-011,22.06,18.06
5344,2026-05-29,Blow Molding,ISBM-007,SHIFT 3,WO-6240,COR-003,COL-COR-003-011,18.06,14.06
5345,2026-05-30,Blow Molding,ISBM-007,shift 2,WO-6241,COR-003,COL-COR-003-011,14.06,10.06
5346,2026-05-31,Blow Molding,ISBM-007,Shift 1,WO-6242,COR-003,COL-COR-003-011,10.06,6.06
5347,2026-06-01,Blow Molding,ISBM-007,Shift 1,WO-6243,COR-008,COL-COR-008-060,19.86,15.86
5348,2026-06-02,Blow Molding,ISBM-007,Shift 3,WO-6244,COR-003,COL-COR-003-011,6.06,2.06
5349,2026-06-02,Blow Molding,ISBM-007,Shift 2,WO-6245,COR-003,COL-COR-003-011,2.06,0.0
5350,2026-06-02,Blow Molding,ISBM-007,Shift 2,WO-6245,COR-003,COL-COR-003-012,190.97,189.03
5351,2026-06-03,Blow Molding,ISBM-007,Shift 1,WO-6246,COR-007,COL-COR-007-018,3.8,0.0
5352,2026-06-03,Blow Molding,ISBM-007,Shift 1,WO-6246,COR-007,COL-COR-007-019,154.1,153.9
5353,2026-06-04,Blow Molding,ISBM-007,Shift 1,WO-6247,COR-007,COL-COR-007-019,153.9,149.9
5354,2026-06-04,Blow Molding,ISBM-007,Shift 2,WO-6248,COR-007,COL-COR-007-019,149.9,145.9
5355,2026-06-05,Blow Molding,ISBM-007,  Shift 1  ,WO-6249,COR-008,COL-COR-008-060,15.86,11.86
5356,2026-06-06,Blow Molding,ISBM-007,Shift 1,WO-6250,COR-008,---,11.86,7.86
5357,2026-06-07,Blow Molding,ISBM-007,Shift 3,WO-6251,COR-008,COL-COR-008-060,7.86,3.86
5358,2026-06-07,Blow Molding,ISBM-007,Shift 2,WO-6252,COR-007,COL-COR-007-019,145.9,141.9
5359,2026-06-08,Blow Molding,ISBM-007,Shift 3,WO-6253,COR-007,COL-COR-007-019,141.9,137.9
5360,2026-06-08,Blow Molding,ISBM-007,Shift 2,WO-6254,COR-007,COL-COR-007-019,137.9,133.9
5361,2026-06-09,Blow Molding,ISBM-007,Shift 2,WO-6255,COR-008,COL-COR-008-060,3.86,0.0
5362,2026-06-09,Blow Molding,ISBM-007,shift 2,WO-6255,COR-008,COL-COR-008-061,174.29,174.15
5363,2026-06-10,Blow Molding,ISBM-007,Shift 1,WO-6256,COR-008,COL-COR-008-061,174.15,170.15
5364,2026-06-11,Blow Molding,ISBM-007,Shift 3,WO-6257,COR-007,COL-COR-007-019,133.9,129.9
5365,2026-06-11,Blow Molding,ISBM-007,Shift 2,WO-6258,COR-007,COL-COR-007-019,129.9,125.9
5366,2026-06-12,Blow Molding,ISBM-007,Shift 1,WO-6259,COR-002,COL-COR-002-006,79.43,75.43
5367,2026-06-13,Blow Molding,ISBM-007,Shift 3,WO-6260,COR-003,COL-COR-003-012,189.03,185.03
5368,2026-06-13,Blow Molding,ISBM-007,Shift 2,WO-6261,COR-008,COL-COR-008-061,170.15,166.15
5369,2026-06-14,  Blow Molding  ,ISBM-007,Shift 1,WO-6262,COR-008,COL-COR-008-061,166.15,162.15
5370,2026-06-15,Blow Molding,ISBM-007,Shift 3,WO-6263,COR-004,COL-COR-004-012,23.77,19.77
5371,2026-06-15,Blow Molding,ISBM-007,  Shift 2  ,WO-6264,COR-004,COL-COR-004-012,19.77,15.77
5372,2026-06-16,Blow Molding,ISBM-007,Shift 2,WO-6265,COR-005,COL-COR-005-009,50.07,46.07
5373,2026-06-17,Blow Molding,ISBM-007,Shift 1,WO-6266,COR-005,COL-COR-005-009,46.07,42.07
5374,2026-06-18,Blow Molding,ISBM-007,Shift 1,WO-6267,COR-005,COL-COR-005-009,42.07,38.07
5375,2026-06-18,Blow Molding,ISBM-007,Shift 2,WO-6268,COR-008,COL-COR-008-061,162.15,158.15
5376,2026-06-19,  Blow Molding  ,ISBM-007,Shift 1,WO-6269,COR-004,COL-COR-004-012,15.77,11.77
5377,2026-06-20,Blow Molding,ISBM-007,Shift 3,WO-6270,COR-002,COL-COR-002-006,75.43,71.43
5378,2026-06-20,Blow Molding,ISBM-007,Shift 3,WO-6271,COR-001,COL-COR-001-007,132.78,128.78
5379,2026-06-21,Blow Molding,ISBM-007,Shift 2,WO-6272,COR-003,COL-COR-003-012,185.03,181.03
5380,2026-06-22,Blow Molding,ISBM-007,shift 3,WO-6273,COR-003,COL-COR-003-012,181.03,177.03
5381,2026-06-22,Blow Molding,ISBM-007,Shift 2,WO-6274,COR-003,COL-COR-003-012,177.03,173.03
5382,2026-06-23,Blow Molding,ISBM-007,Shift 1,WO-6275,COR-003,COL-COR-003-012,173.03,169.03
5383,2026-06-23,  Blow Molding  ,ISBM-007,Shift 2,WO-6276,COR-003,COL-COR-003-012,169.03,165.03
5384,2026-06-24,Blow Molding,ISBM-007,Shift 1,WO-6277,COR-008,COL-COR-008-061,158.15,154.15
5385,2026-06-24,Blow Molding,ISBM-007,Shift 3,WO-6278,COR-003,COL-COR-003-012,165.03,161.03
5386,2026-06-25,Blow Molding,ISBM-007,  Shift 1  ,WO-6279,COR-003,COL-COR-003-012,161.03,157.03
5387,2026-06-26,Blow Molding,ISBM-007,Shift 3,WO-6280,COR-007,COL-COR-007-019,125.9,121.9
5388,2026-06-26,Blow Molding,ISBM-007,Shift 3,WO-6281,COR-007,COL-COR-007-019,121.9,117.9
5389,2026-06-27,Blow Molding,ISBM-007,Shift 1,WO-6282,COR-007,COL-COR-007-019,117.9,113.9
5390,2026-06-28,Blow Molding,ISBM-007,Shift 3,WO-6283,COR-006,COL-COR-006-004,184.19,180.19
5391,2026-06-28,Blow Molding,ISBM-007,Shift 1,WO-6284,COR-006,COL-COR-006-004,180.19,176.19
5392,2026-06-29,Blow Molding,ISBM-007,Shift 3,WO-6285,COR-003,COL-COR-003-012,157.03,153.03
5393,2026-06-29,Blow Molding,ISBM-007,Shift 2,WO-6286,COR-008,COL-COR-008-061,154.15,150.15
5394,2026-06-30,Blow Molding,ISBM-007,Shift 1,WO-6287,COR-008,COL-COR-008-061,150.15,146.15
5395,2026-07-01,BLOW MOLDING,ISBM-007,SHIFT 3,WO-6288,COR-003,COL-COR-003-012,153.03,149.03
5396,2026-07-01,Blow Molding,ISBM-007,Shift 1,WO-6289,COR-003,COL-COR-003-012,149.03,145.03
5397,2026-07-02,  Blow Molding  ,ISBM-007,shift 1,WO-6290,COR-003,COL-COR-003-012,145.03,141.03
5398,2026-07-02,Blow Molding,ISBM-007,Shift 2,WO-6291,COR-007,COL-COR-007-019,113.9,109.9
5399,2026-07-03,Blow Molding,ISBM-007,Shift 1,WO-6292,COR-007,COL-COR-007-019,109.9,105.9
5400,2026-07-04,BLOW MOLDING,ISBM-007,SHIFT 3,WO-6293,COR-001,COL-COR-001-007,128.78,124.78
5401,2026-07-04,Blow Molding,ISBM-007,Shift 3,WO-6294,COR-001,COL-COR-001-007,124.78,120.78
5402,2026-07-05,Blow Molding,ISBM-007,Shift 1,WO-6295,COR-001,COL-COR-001-007,120.78,116.78
5403,2026-07-06,Blow Molding,ISBM-007,Shift 3,WO-6296,COR-007,COL-COR-007-019,105.9,101.9
5404,2026-07-06,Blow Molding,ISBM-007,Shift 2,WO-6297,COR-003,COL-COR-003-012,141.03,137.03
5405,2026-07-07,Blow Molding,ISBM-007,SHIFT 1,WO-6298,COR-003,COL-COR-003-012,137.03,133.03
5406,2026-07-08,Blow Molding,ISBM-007,Shift 1,WO-6299,COR-003,COL-COR-003-012,133.03,129.03
5407,2026-07-09,Blow Molding,ISBM-007,Shift 3,WO-6300,COR-003,COL-COR-003-012,129.03,125.03
5408,2026-07-09,Blow Molding,ISBM-007,Shift 2,WO-6301,COR-008,COL-COR-008-061,146.15,142.15
5409,2026-07-10,Blow Molding,ISBM-007,Shift 2,WO-6302,COR-001,COL-COR-001-007,116.78,112.78
5410,2026-07-11,Blow Molding,ISBM-007,Shift 2,WO-6303,COR-008,COL-COR-008-061,142.15,138.15
5411,2026-07-12,Blow Molding,ISBM-007,Shift 3,WO-6304,COR-008,COL-COR-008-061,138.15,134.15
5412,2026-07-12,Blow Molding,ISBM-007,Shift 2,WO-6305,COR-008,COL-COR-008-061,134.15,130.15
5413,2026-07-13,Blow Molding,ISBM-007,Shift 1,WO-6306,COR-003,COL-COR-003-012,125.03,121.03
5414,2026-07-14,blow molding,ISBM-007,Shift 3,WO-6307,COR-003,COL-COR-003-012,121.03,117.03
5415,2026-07-14,Blow Molding,ISBM-007,Shift 2,WO-6308,COR-003,COL-COR-003-012,117.03,113.03
5416,2026-07-15,Blow Molding,ISBM-007,Shift 2,WO-6309,COR-008,COL-COR-008-061,130.15,126.15
5417,2026-07-16,Blow Molding,ISBM-007,Shift 3,WO-6310,COR-008,COL-COR-008-061,126.15,122.15
5418,2026-07-17,Blow Molding,ISBM-007,shift 3,WO-6311,COR-008,COL-COR-008-061,122.15,118.15
5419,2026-07-17,Blow Molding,ISBM-007,  Shift 2  ,WO-6312,COR-003,COL-COR-003-012,113.03,109.03
5420,2026-07-18,Blow Molding,ISBM-007,Shift 2,WO-6313,COR-003,COL-COR-003-012,109.03,105.03
5421,2026-07-19,Blow Molding,ISBM-007,Shift 1,WO-6314,COR-003,COL-COR-003-012,105.03,101.03
5422,2026-07-20,Blow Molding,ISBM-007,Shift 3,WO-6315,COR-008,COL-COR-008-061,118.15,114.15
5423,2026-07-20,blow molding,ISBM-007,Shift 2,WO-6316,COR-005,COL-COR-005-009,38.07,34.07
5424,2026-07-21,Blow Molding,ISBM-007,Shift 1,WO-6317,COR-008,COL-COR-008-061,114.15,110.15
5425,2026-07-22,Blow Molding,ISBM-007,Shift 1,WO-6318,COR-003,COL-COR-003-012,101.03,97.03
5426,2026-07-22,Blow Molding,ISBM-007,Shift 2,WO-6319,COR-003,COL-COR-003-012,97.03,93.03
5427,2026-07-23,Blow Molding,ISBM-007,Shift 1,WO-6320,COR-008,COL-COR-008-061,110.15,106.15
5428,2026-07-23,Blow Molding,ISBM-007,Shift 3,WO-6321,COR-008,//,106.15,102.15
5429,2026-07-24,Blow Molding,ISBM-007,Shift 1,WO-6322,COR-003,COL-COR-003-012,93.03,89.03
5430,2026-07-24,Blow Molding,ISBM-007,Shift 3,WO-6323,COR-003,COL-COR-003-012,89.03,85.03
5431,2026-07-25,Blow Molding,ISBM-007,Shift 1,WO-6324,COR-002,COL-COR-002-006,71.43,67.43
5432,2026-07-26,Blow Molding,ISBM-007,Shift 3,WO-6325,COR-002,COL-COR-002-006,67.43,63.43
5433,2026-07-26,Blow Molding,ISBM-007,Shift 2,WO-6326,COR-002,COL-COR-002-006,63.43,59.43
5434,2026-07-27,Blow Molding,ISBM-007,Shift 1,WO-6327,COR-003,COL-COR-003-012,85.03,81.03
5435,2026-07-28,Blow Molding,ISBM-007,Shift 3,WO-6328,COR-007,COL-COR-007-019,101.9,97.9
5436,2026-07-28,Blow Molding,ISBM-007,Shift 3,WO-6329,COR-007,COL-COR-007-019,97.9,93.9
5437,2026-07-29,Blow Molding,ISBM-007,Shift 1,WO-6330,COR-007,COL-COR-007-019,93.9,89.9
5438,2026-07-30,Blow Molding,ISBM-007,Shift 1,WO-6331,COR-007,COL-COR-007-019,89.9,85.9
5439,2026-07-31,Blow Molding,ISBM-007,shift 3,WO-6332,COR-007,COL-COR-007-019,85.9,81.9
5440,2026-07-31,  Blow Molding  ,ISBM-007,Shift 1,WO-6333,COR-001,COL-COR-001-007,112.78,108.78
5441,2026-08-01,Blow Molding,ISBM-007,Shift 1,WO-6334,COR-001,COL-COR-001-007,108.78,104.78
5442,2026-08-02,Blow Molding,ISBM-007,Shift 3,WO-6335,COR-001,COL-COR-001-007,104.78,100.78
5443,2026-08-02,Blow Molding,ISBM-007,Shift 2,WO-6336,COR-004,COL-COR-004-012,11.77,7.77
5444,2026-08-03,Blow Molding,ISBM-007,Shift 1,WO-6337,COR-004,COL-COR-004-012,7.77,3.77
5445,2026-08-03,blow molding,ISBM-007,Shift 3,WO-6338,COR-008,COL-COR-008-061,102.15,98.15
5446,2026-08-04,Blow Molding,ISBM-007,Shift 1,WO-6339,COR-008,COL-COR-008-061,98.15,94.15
5447,2026-08-04,Blow Molding,ISBM-007,Shift 3,WO-6340,COR-001,COL-COR-001-007,100.78,96.78
5448,2026-08-05,Blow Molding,ISBM-007,  Shift 1  ,WO-6341,COR-008,COL-COR-008-061,94.15,90.15
5449,2026-08-06,Blow Molding,ISBM-007,Shift 3,WO-6342,COR-008,COL-COR-008-061,90.15,86.15
5450,2026-08-06,Blow Molding,ISBM-007,Shift 2,WO-6343,COR-003,COL-COR-003-012,81.03,77.03
5451,2026-08-07,Blow Molding,ISBM-007,Shift 1,WO-6344,COR-003,---,77.03,73.03
5452,2026-08-07,Blow Molding,ISBM-007,Shift 3,WO-6345,COR-001,COL-COR-001-007,96.78,92.78
5453,2026-08-08,  Blow Molding  ,ISBM-007,Shift 2,WO-6346,COR-001,--,92.78,88.78
5454,2026-08-09,Blow Molding,ISBM-007,Shift 1,WO-6347,COR-001,COL-COR-001-007,88.78,84.78
