NCId,Date,Type,Source,Area,Process,Category,Severity,RelatedRecordId
NC-01035,2026-06-28,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-003-3179
NC-01036,2026-07-24,Internal,Lot Rejection,Production,SCREEN PRINTING,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-003-3197
NC-01037,2026-07-31,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-003-3203
NC-01038,2026-08-04,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-003-3206
NC-01039,2026-08-23,Internal,Lot Rework,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-003-3224
NC-01040,2026-11-17,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-003-3287
NC-01041,2026-12-01,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-003-3297
NC-01042,2026-12-19,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-009-3309
NC-01043,2025-07-03,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-026-3323
NC-01044,2025-07-09,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-012-3328
NC-01045,2025-07-25,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-029-3340
NC-01046,2025-07-30,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-026-3344
NC-01047,2025-08-03,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-029-3347
NC-01048,2025-08-06,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-026-3350
NC-01049,2025-08-18,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-012-3361
NC-01050,2025-08-21,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-004-3364
NC-01051,2025-08-24,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-026-3366
NC-01052,2025-09-05,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-012-3373
NC-01053,2025-09-20,Internal,Lot Rejection,Production,SCREEN PRINTING,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-026-3385
NC-01054,2025-10-10,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-026-3400
NC-01055,2025-10-15,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-029-3405
NC-01056,2025-10-28,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-012-3417
NC-01057,2025-10-31,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-004-3419
NC-01058,2025-11-01,Internal,Lot Rejection,Production,screen printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-029-3420
NC-01059,2025-11-09,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-026-3424
NC-01060,2025-11-11,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-026-3426
NC-01061,2025-11-16,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-029-3429
NC-01062,2025-11-17,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-004-3430
NC-01063,2025-12-02,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-026-3441
NC-01064,2025-12-06,Internal,Lot Rejection,Production,SCREEN PRINTING,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-004-3444
NC-01065,2025-12-14,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-004-3452
NC-01066,2026-01-01,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-012-3466
NC-01067,2026-01-14,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-026-3475
NC-01068,2026-01-21,Internal,Lot Rejection,Production,  Screen Printing  ,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-012-3480
NC-01069,2026-01-29,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-004-3486
NC-01070,2026-02-19,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-026-3501
NC-01071,2026-02-20,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-026-3502
NC-01072,2026-02-25,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-026-3507
NC-01073,2026-03-07,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-029-3512
NC-01074,2026-03-12,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-004-3517
NC-01075,2026-03-15,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-029-3520
NC-01076,2026-03-17,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-012-3521
NC-01077,2026-03-19,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-029-3524
NC-01078,2026-04-20,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-026-3547
NC-01079,2026-04-26,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-029-3552
NC-01080,2026-05-15,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-012-3567
NC-01081,2026-06-29,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-026-3601
NC-01082,2026-07-08,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-012-3607
NC-01083,2026-07-30,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-004-3624
NC-01084,2026-08-14,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-029-3634
NC-01085,2026-08-19,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-029-3638
NC-01086,2026-08-23,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-012-3640
NC-01087,2026-09-13,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-026-3655
NC-01088,2026-09-28,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-004-3668
NC-01089,2026-10-04,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-026-3673
NC-01090,2026-10-07,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-012-3675
NC-01091,2026-10-18,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-029-3683
NC-01092,2026-10-22,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-029-3687
NC-01093,2026-10-27,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-026-3693
NC-01094,2026-11-04,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-029-3699
NC-01095,2026-12-06,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-012-3720
NC-01096,2026-12-07,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-026-3721
NC-01097,2026-12-09,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-026-3722
NC-01098,2026-12-26,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-012-3735
NC-01099,2026-12-29,Internal,Lot Rejection,Production,screen printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-026-3737
NC-01100,2026-12-30,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-026-3738
NC-01101,2025-07-16,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-010-3750
NC-01102,2025-09-07,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-010-3793
NC-01103,2025-11-14,Internal,Lot Rework,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-010-3844
NC-01104,2026-01-19,Internal,Lot Rejection,Production,screen printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-010-3897
NC-01105,2026-01-25,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-013-3903
NC-01106,2026-09-08,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-010-4074
NC-01107,2026-09-19,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-010-4083
NC-01108,2026-11-14,Internal,Lot Rework,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-010-4128
NC-01109,2026-11-30,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-010-4139
NC-01110,2026-12-20,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-010-4155
NC-01111,2025-08-02,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-018-4185
NC-01112,2025-08-27,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-014-4203
NC-01113,2025-11-20,Internal,Lot Rework,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-014-4270
NC-01114,2026-07-27,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-018-4460
NC-01115,2025-07-18,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-017-4594
NC-01116,2025-09-20,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-015-4642
NC-01117,2025-09-22,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-015-4644
NC-01118,2025-10-12,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-015-4657
NC-01119,2025-11-04,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-015-4676
NC-01120,2026-05-20,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-015-4841
NC-01121,2026-07-01,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-015-4876
NC-01122,2026-09-09,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-015-4931
NC-01123,2026-09-19,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-015-4939
NC-01124,2026-10-03,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-017-4949
NC-01125,2026-12-03,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-017-5001
NC-01126,2025-07-26,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-022-5044
NC-01127,2025-12-11,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-022-5150
NC-01128,2026-01-13,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-019-5176
NC-01129,2026-02-09,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-022-5196
NC-01130,2026-03-17,Internal,Lot Rework,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-019-5226
NC-01131,2026-05-03,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-019-5264
NC-01132,2026-05-14,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-022-5270
NC-01133,2026-07-30,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-022-5336
NC-01134,2026-09-09,Internal,Lot Rejection,Production,  Screen Printing  ,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-022-5367
NC-01135,2025-07-04,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PP-00003
NC-01136,2025-07-05,External,Incoming Inspection,Supplier Quality,INCOMING INSPECTION,Raw Material Non-Conformance,Major,RM-PP-00004
NC-01137,2025-07-10,External,Incoming Inspection,Supplier Quality,incoming inspection,Raw Material Non-Conformance,Major,RM-HDPE-PCR-00004
NC-01138,2025-07-10,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PET-00004
NC-01139,2025-07-11,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PP-00006
NC-01140,2025-07-12,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PP-00007
NC-01141,2025-07-12,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-rPET-00005
NC-01142,2025-07-14,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-MDPE-00004
NC-01143,2025-07-14,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-Masterbatch-00007
NC-01144,2025-07-16,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PP-PCR-00004
NC-01145,2025-07-18,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PP-00011
NC-01146,2025-07-24,External,Incoming Inspection,Supplier Quality,  Incoming Inspection  ,Raw Material Non-Conformance,Minor,RM-PP-00013
NC-01147,2025-07-29,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PET-00009
NC-01148,2025-08-06,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-HDPE-PCR-00013
NC-01149,2025-08-09,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PETG-00012
NC-01150,2025-08-28,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-LDPE-00020
NC-01151,2025-08-28,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PP-00019
NC-01152,2025-08-28,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PVC-00018
NC-01153,2025-09-03,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PP-00020
NC-01154,2025-09-06,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-LDPE-00024
NC-01155,2025-09-10,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-HDPE-PCR-00025
NC-01156,2025-09-12,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-MDPE-00021
NC-01157,2025-09-13,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PVC-00022
NC-01158,2025-09-15,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-HDPE-00023
NC-01159,2025-09-20,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-Masterbatch-00027
NC-01160,2025-09-21,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-HDPE-PCR-00028
NC-01161,2025-09-21,External,Incoming Inspection,Supplier Quality,  Incoming Inspection  ,Raw Material Non-Conformance,Minor,RM-PVC-00023
NC-01162,2025-09-23,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-MDPE-00023
NC-01163,2025-09-23,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PP-00028
NC-01164,2025-09-26,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-rPET-00028
NC-01165,2025-09-27,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PVC-00025
NC-01166,2025-10-01,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-HDPE-00027
NC-01167,2025-10-08,External,Incoming Inspection,Supplier Quality,  Incoming Inspection  ,Raw Material Non-Conformance,Major,RM-PVC-00028
NC-01168,2025-10-12,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-Masterbatch-00034
NC-01169,2025-10-15,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PP-PCR-00030
NC-01170,2025-10-21,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PP-PCR-00033
NC-01171,2025-10-23,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PP-00036
NC-01172,2025-10-27,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-rPET-00041
NC-01173,2025-11-05,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PET-00034
NC-01174,2025-11-05,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PVC-00039
NC-01175,2025-11-06,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-MDPE-00037
NC-01176,2025-11-08,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-HDPE-PCR-00041
NC-01177,2025-11-13,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PP-00044
NC-01178,2025-11-16,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-HDPE-PCR-00042
NC-01179,2025-11-17,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-HDPE-PCR-00043
NC-01180,2025-11-17,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-Masterbatch-00043
NC-01181,2025-11-23,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-HDPE-00048
NC-01182,2025-11-28,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PET-00040
NC-01183,2025-12-01,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PP-00048
NC-01184,2025-12-02,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-LDPE-00055
NC-01185,2025-12-02,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PVC-00045
NC-01186,2025-12-04,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PVC-00046
NC-01187,2025-12-05,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PETG-00048
NC-01188,2025-12-06,External,Incoming Inspection,Supplier Quality,INCOMING INSPECTION,Raw Material Non-Conformance,Minor,RM-HDPE-PCR-00053
NC-01189,2025-12-11,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PETG-00050
NC-01190,2025-12-11,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PVC-00047
NC-01191,2025-12-20,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PETG-00054
NC-01192,2025-12-21,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-HDPE-00061
NC-01193,2025-12-21,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PP-PCR-00053
NC-01194,2025-12-22,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PP-00055
NC-01195,2025-12-29,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PVC-00053
NC-01196,2025-12-30,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-HDPE-PCR-00061
NC-01197,2025-12-31,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-MDPE-00057
NC-01198,2025-12-31,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PVC-00055
NC-01199,2026-01-03,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-MDPE-00060
NC-01200,2026-01-03,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PVC-00056
NC-01201,2026-01-04,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-HDPE-00066
NC-01202,2026-01-10,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PVC-00059
NC-01203,2026-01-13,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-HDPE-PCR-00066
NC-01204,2026-01-14,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-MDPE-00064
NC-01205,2026-01-15,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-HDPE-00070
NC-01206,2026-01-17,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-rPET-00065
NC-01207,2026-01-26,External,Incoming Inspection,Supplier Quality,  Incoming Inspection  ,Raw Material Non-Conformance,Major,RM-PET-00058
NC-01208,2026-01-26,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-rPET-00067
NC-01209,2026-01-29,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-Masterbatch-00064
NC-01210,2026-01-29,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PP-00063
NC-01211,2026-01-30,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-rPET-00070
NC-01212,2026-02-13,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-MDPE-00072
NC-01213,2026-02-17,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-HDPE-PCR-00079
NC-01214,2026-02-20,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PP-00070
NC-01215,2026-02-21,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PVC-00066
NC-01216,2026-02-23,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-Masterbatch-00071
NC-01217,2026-02-24,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-HDPE-00085
NC-01218,2026-02-24,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PP-00071
NC-01219,2026-02-27,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-rPET-00081
NC-01220,2026-03-01,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PVC-00069
NC-01221,2026-03-05,External,Incoming Inspection,Supplier Quality,INCOMING INSPECTION,Raw Material Non-Conformance,Minor,RM-PP-00073
NC-01222,2026-03-07,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PVC-00073
NC-01223,2026-03-08,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-Masterbatch-00073
NC-01224,2026-03-08,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PP-00074
NC-01225,2026-03-10,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-Masterbatch-00074
NC-01226,2026-03-13,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PVC-00077
NC-01227,2026-03-15,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PP-00078
NC-01228,2026-03-16,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PVC-00079
NC-01229,2026-03-17,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PP-PCR-00079
NC-01230,2026-03-18,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-Masterbatch-00076
NC-01231,2026-03-21,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-PP-00080
NC-01232,2026-03-24,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PET-00076
NC-01233,2026-03-28,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PVC-00081
NC-01234,2026-04-07,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Minor,RM-HDPE-PCR-00092
NC-01235,2026-04-14,External,Incoming Inspection,Supplier Quality,Incoming Inspection,Raw Material Non-Conformance,Major,RM-PET-00084
